Date,Open,High,Low,Close,Volume,Tomorrow,Target
1972-06-01 00:00:00-04:00,0.0,0.9038186032087311,0.8934099448901931,0.8986141681671143,456000,0.9090232849121094,1
1972-06-02 00:00:00-04:00,0.9003495044880973,0.9090232849121094,0.9003495044880973,0.9090232849121094,640000,0.8968796133995056,0
1972-06-05 00:00:00-04:00,0.9072882730612133,0.9072882730612133,0.8934100601789363,0.8968796133995056,464000,0.888205885887146,0
1972-06-06 00:00:00-04:00,0.8968798773739053,0.8968798773739053,0.888205885887146,0.888205885887146,796800,0.8986141681671143,1
1972-06-07 00:00:00-04:00,0.8882055098485763,0.9003490504358851,0.8864708393445011,0.8986141681671143,584000,0.888205885887146,0
1972-06-08 00:00:00-04:00,0.898614548612386,0.9020841028541327,0.8864712146486653,0.888205885887146,726400,0.8986141681671143,1
1972-06-09 00:00:00-04:00,0.8899403921173471,0.9003490504358851,0.8899403921173471,0.8986141681671143,296000,0.8968796133995056,0
1972-06-12 00:00:00-04:00,0.8986142841274287,0.9055533905685672,0.8916751776862902,0.8968796133995056,473600,0.9055537581443787,1
1972-06-13 00:00:00-04:00,0.8986146488865674,0.9090233127732844,0.8986146488865674,0.9055537581443787,478400,0.9246364831924438,1
1972-06-14 00:00:00-04:00,0.9090233803198059,0.9281060380791607,0.9090233803198059,0.9246364831924438,795200,0.9298409819602966,1
1972-06-15 00:00:00-04:00,0.9298409819602966,0.9402496496688074,0.9298409819602966,0.9298409819602966,836800,0.9194323420524597,0
1972-06-16 00:00:00-04:00,0.9298410100756951,0.9315758939620141,0.9159627860447146,0.9194323420524597,267200,0.9124923348426819,0
1972-06-19 00:00:00-04:00,0.9194314400506111,0.9246358748389005,0.9020836770307882,0.9124923348426819,1001600,0.9246364831924438,1
1972-06-20 00:00:00-04:00,0.9159624900932395,0.9246364831924438,0.9159624900932395,0.9246364831924438,345600,0.9159626364707947,0
1972-06-21 00:00:00-04:00,0.9246366309561671,0.9281061863973443,0.9142279646326353,0.9159626364707947,556800,0.922900915145874,1
1972-06-22 00:00:00-04:00,0.9159618105207171,0.9246357971844971,0.9124922582081386,0.922900915145874,321600,0.9263716340065002,1
1972-06-23 00:00:00-04:00,0.9229020773248279,0.9281065182298034,0.9229020773248279,0.9263716340065002,212800,0.9367789030075073,1
1972-06-26 00:00:00-04:00,0.9263702485296461,0.9367789030075073,0.9176964756804039,0.9367789030075073,278400,0.9315756559371948,0
